Season No.,Season,Club,Name,Position,Nationatility
2,2019/20,Wolverhampton Wanderers,Meritan Shabani,Midfielder,Germany
2,2019/20,Wolverhampton Wanderers,Oskar Buur,Defender,Denmark
2,2019/20,Wolverhampton Wanderers,Flávio Cristóvão,Defender,Portugal
2,2019/20,Wolverhampton Wanderers,Lewis Richards,Defender,Ireland
2,2019/20,Wolverhampton Wanderers,Chem Campbell,Forward,Wales
2,2019/20,Wolverhampton Wanderers,Owen Otasowie,Midfielder,United States
2,2019/20,Wolverhampton Wanderers,Leonardo Campana,Forward,Ecuador
2,2019/20,Wolverhampton Wanderers,Daniel Podence,Midfielder,Portugal
2,2019/20,Wolverhampton Wanderers,Luke Matheson,Defender,England
3,2018/19,Arsenal,Petr Cech,Goalkeeper,Czech Republic
3,2018/19,Arsenal,David Ospina,Goalkeeper,Colombia
3,2018/19,Arsenal,Dejan Iliev,Goalkeeper,North Macedonia
3,2018/19,Arsenal,Héctor Bellerín,Defender,Spain
3,2018/19,Arsenal,Per Mertesacker,Defender,Germany
3,2018/19,Arsenal,Laurent Koscielny,Defender,France
3,2018/19,Arsenal,Rob Holding,Defender,England
3,2018/19,Arsenal,Nacho Monreal,Defender,Spain
3,2018/19,Arsenal,Shkodran Mustafi,Defender,Germany
3,2018/19,Arsenal,Calum Chambers,Defender,England
3,2018/19,Arsenal,Konstantinos Mavropanos,Defender,Greece
3,2018/19,Arsenal,Sead Kolasinac,Defender,Bosnia & Herzegovina
3,2018/19,Arsenal,Jordi Osei-Tutu,Defender,England
3,2018/19,Arsenal,Mohamed Elneny,Midfielder,Egypt
3,2018/19,Arsenal,Henrikh Mkhitaryan,Midfielder,Armenia
3,2018/19,Arsenal,Aaron Ramsey,Midfielder,Wales
3,2018/19,Arsenal,Mesut Özil,Midfielder,Germany
3,2018/19,Arsenal,Alexander Iwobi,Midfielder,Nigeria
3,2018/19,Arsenal,Santi Cazorla,Midfielder,Spain
3,2018/19,Arsenal,Ainsley Maitland-Niles,Midfielder,England
3,2018/19,Arsenal,Granit Xhaka,Midfielder,Switzerland
3,2018/19,Arsenal,Vlad Dragomir,Midfielder,Romania
3,2018/19,Arsenal,Charlie Gilmour,Midfielder,Scotland
3,2018/19,Arsenal,Joseph Willock,Midfielder,England
3,2018/19,Arsenal,Alexandre Lacazette,Forward,France
3,2018/19,Arsenal,Pierre-Emerick Aubameyang,Forward,Gabon
3,2018/19,Arsenal,Danny Welbeck,Forward,England
3,2018/19,Arsenal,Josh Dasilva,Forward,England
3,2018/19,Arsenal,Eddie Nketiah,Forward,England
3,2018/19,Arsenal,Stephan Lichtsteiner,Defender,Switzerland
3,2018/19,Arsenal,Bernd Leno,Goalkeeper,Germany
3,2018/19,Arsenal,Emiliano Martínez,Goalkeeper,Argentina
3,2018/19,Arsenal,Carl Jenkinson,Defender,England
3,2018/19,Arsenal,Jeff Reine-Adélaïde,Midfielder,France
3,2018/19,Arsenal,Lucas Pérez,Forward,Spain
3,2018/19,Arsenal,Chuba Akpom,Forward,England
3,2018/19,Arsenal,Sokratis Papastathopoulos,Defender,Greece
3,2018/19,Arsenal,Lucas Torreira,Midfielder,Uruguay
3,2018/19,Arsenal,Mattéo Guendouzi,Midfielder,France
3,2018/19,Arsenal,Emile Smith Rowe,Midfielder,England
3,2018/19,Arsenal,Zech Medley,Defender,England
3,2018/19,Arsenal,Julio Pleguezuelo,Defender,Spain
3,2018/19,Arsenal,Tyreece John-Jules,Forward,England
3,2018/19,Arsenal,Bukayo Saka,Forward,England
3,2018/19,Arsenal,Denis Suárez,Midfielder,Spain
3,2018/19,Arsenal,Matt Macey,Goalkeeper,England
3,2018/19,Arsenal,Reiss Nelson,Forward,England
3,2018/19,AFC Bournemouth,Artur Boruc,Goalkeeper,Poland
3,2018/19,AFC Bournemouth,Asmir Begovic,Goalkeeper,Bosnia & Herzegovina
3,2018/19,AFC Bournemouth,Adam Federici,Goalkeeper,Australia
3,2018/19,AFC Bournemouth,Simon Francis,Defender,England
3,2018/19,AFC Bournemouth,Steve Cook,Defender,England
3,2018/19,AFC Bournemouth,Nathan Aké,Defender,Netherlands
3,2018/19,AFC Bournemouth,Charlie Daniels,Defender,England
3,2018/19,AFC Bournemouth,Brad Smith,Defender,Australia
3,2018/19,AFC Bournemouth,Adam Smith,Defender,England
3,2018/19,AFC Bournemouth,Tyrone Mings,Defender,England
3,2018/19,AFC Bournemouth,Jack Simpson,Defender,England
3,2018/19,AFC Bournemouth,Dan Gosling,Midfielder,England
3,2018/19,AFC Bournemouth,Andrew Surman,Midfielder,England
3,2018/19,AFC Bournemouth,Marc Pugh,Midfielder,England
3,2018/19,AFC Bournemouth,Harry Arter,Midfielder,Ireland
3,2018/19,AFC Bournemouth,Lewis Cook,Midfielder,England
3,2018/19,AFC Bournemouth,Junior Stanislas,Midfielder,England
3,2018/19,AFC Bournemouth,Emerson Hyndman,Midfielder,United States
3,2018/19,AFC Bournemouth,Ryan Fraser,Midfielder,Scotland
3,2018/19,AFC Bournemouth,Jordon Ibe,Midfielder,England
3,2018/19,AFC Bournemouth,Matt Butcher,Midfielder,England
3,2018/19,AFC Bournemouth,Kyle Taylor,Midfielder,England
3,2018/19,AFC Bournemouth,Callum Wilson,Forward,England
3,2018/19,AFC Bournemouth,Joshua King,Forward,Norway
3,2018/19,AFC Bournemouth,Jermain Defoe,Forward,England
3,2018/19,AFC Bournemouth,Lys Mousset,Forward,France
3,2018/19,AFC Bournemouth,Mikael Ndjoli,Forward,England
3,2018/19,AFC Bournemouth,Rhoys Wiggins,Defender,Wales
3,2018/19,AFC Bournemouth,Aaron Ramsdale,Goalkeeper,England
3,2018/19,AFC Bournemouth,Baily Cargill,Defender,England
3,2018/19,AFC Bournemouth,Shaun Hobson,Defender,England
3,2018/19,AFC Bournemouth,Connor Mahoney,Midfielder,England
3,2018/19,AFC Bournemouth,Lewis Grabban,Forward,England
3,2018/19,AFC Bournemouth,David Brooks,Midfielder,Wales
3,2018/19,AFC Bournemouth,Ben Whitfield,Midfielder,England
3,2018/19,AFC Bournemouth,Diego Rico,Defender,Spain
3,2018/19,AFC Bournemouth,Jefferson Lerma,Midfielder,Colombia
3,2018/19,AFC Bournemouth,Mark Travers,Goalkeeper,Ireland
3,2018/19,AFC Bournemouth,Mihai-Alexandru Dobre,Midfielder,Romania
3,2018/19,AFC Bournemouth,Nnamdi Ofoborh,Midfielder,Nigeria
3,2018/19,AFC Bournemouth,Dominic Solanke,Forward,England
3,2018/19,AFC Bournemouth,Nathaniel Clyne,Defender,England
3,2018/19,AFC Bournemouth,Chris Mepham,Defender,Wales
3,2018/19,AFC Bournemouth,Sam Surridge,Forward,England
3,2018/19,AFC Bournemouth,Corey Jordan,Defender,England
3,2018/19,Brighton and Hove Albion,Mat Ryan,Goalkeeper,Australia
3,2018/19,Brighton and Hove Albion,Niki Mäenpää,Goalkeeper,Finland
3,2018/19,Brighton and Hove Albion,Tim Krul,Goalkeeper,Netherlands
3,2018/19,Brighton and Hove Albion,Bruno,Defender,Spain
3,2018/19,Brighton and Hove Albion,Gaëtan Bong,Defender,Cameroon
3,2018/19,Brighton and Hove Albion,Uwe Hünemeier,Defender,Germany
3,2018/19,Brighton and Hove Albion,Lewis Dunk,Defender,England
3,2018/19,Brighton and Hove Albion,Connor Goldson,Defender,England
3,2018/19,Brighton and Hove Albion,Ezequiel Schelotto,Defender,Argentina
3,2018/19,Brighton and Hove Albion,Shane Duffy,Defender,Ireland
3,2018/19,Brighton and Hove Albion,Liam Rosenior,Defender,England
3,2018/19,Brighton and Hove Albion,Markus Suttner,Defender,Austria
3,2018/19,Brighton and Hove Albion,Dale Stephens,Midfielder,England
3,2018/19,Brighton and Hove Albion,Beram Kayal,Midfielder,Israel
3,2018/19,Brighton and Hove Albion,Jiri Skalak,Midfielder,Czech Republic
3,2018/19,Brighton and Hove Albion,Anthony Knockaert,Midfielder,France
3,2018/19,Brighton and Hove Albion,Pascal Groß,Midfielder,Germany
3,2018/19,Brighton and Hove Albion,Steve Sidwell,Midfielder,England
3,2018/19,Brighton and Hove Albion,Solly March,Midfielder,England
3,2018/19,Brighton and Hove Albion,Davy Pröpper,Midfielder,Netherlands
3,2018/19,Brighton and Hove Albion,Des Hutchinson,Midfielder,Ireland
3,2018/19,Brighton and Hove Albion,Jayson Molumby,Midfielder,Ireland
3,2018/19,Brighton and Hove Albion,Max Sanders,Midfielder,England
3,2018/19,Brighton and Hove Albion,Sam Baldock,Forward,England
3,2018/19,Brighton and Hove Albion,Tomer Hemed,Forward,Israel
3,2018/19,Brighton and Hove Albion,Leonardo Ulloa,Forward,Argentina
3,2018/19,Brighton and Hove Albion,Glenn Murray,Forward,England
3,2018/19,Brighton and Hove Albion,José Izquierdo,Forward,Colombia
3,2018/19,Brighton and Hove Albion,Jürgen Locadia,Forward,Netherlands
3,2018/19,Brighton and Hove Albion,Aaron Connolly,Forward,Ireland
3,2018/19,Brighton and Hove Albion,Florin Andone,Forward,Romania
3,2018/19,Brighton and Hove Albion,Leon Balogun,Defender,Nigeria
3,2018/19,Brighton and Hove Albion,Jason Steele,Goalkeeper,England
3,2018/19,Brighton and Hove Albion,Mathias Normann,Midfielder,Norway
3,2018/19,Brighton and Hove Albion,Oliver Norwood,Midfielder,Northern Ireland
3,2018/19,Brighton and Hove Albion,Rohan Ince,Midfielder,England
3,2018/19,Brighton and Hove Albion,Soufyan Ahannach,Midfielder,Netherlands
3,2018/19,Brighton and Hove Albion,Bernardo,Defender,Brazil
3,2018/19,Brighton and Hove Albion,Richard Towell,Forward,Ireland
3,2018/19,Brighton and Hove Albion,David Button,Goalkeeper,England
3,2018/19,Brighton and Hove Albion,Yves Bissouma,Midfielder,Mali
3,2018/19,Brighton and Hove Albion,Percy Tau,Forward,South Africa
3,2018/19,Brighton and Hove Albion,Alireza Jahanbakhsh,Forward,Iran
3,2018/19,Brighton and Hove Albion,Viktor Gyökeres,Forward,Sweden
3,2018/19,Brighton and Hove Albion,Benjamin White,Defender,England
3,2018/19,Brighton and Hove Albion,Martín Montoya,Defender,Spain
3,2018/19,Brighton and Hove Albion,Dan Burn,Defender,England
3,2018/19,Brighton and Hove Albion,Billy Arce,Midfielder,Ecuador
3,2018/19,Brighton and Hove Albion,Ben Barclay,Defender,England
3,2018/19,Brighton and Hove Albion,Will Collar,Midfielder,England
3,2018/19,Brighton and Hove Albion,Alexis Mac Allister,Midfielder,Argentina
3,2018/19,Brighton and Hove Albion,Robert Sánchez,Goalkeeper,Spain
3,2018/19,Brighton and Hove Albion,Tudor Baluta,Defender,Romania
3,2018/19,Brighton and Hove Albion,Jan Mlakar,Forward,Slovenia
3,2018/19,Brighton and Hove Albion,Leo Østigard,Defender,Norway
3,2018/19,Brighton and Hove Albion,Anthony Knockaert,Midfielder,France
3,2018/19,Brighton and Hove Albion,Jürgen Locadia,Forward,Netherlands
3,2018/19,Burnley,Tom Heaton,Goalkeeper,England
3,2018/19,Burnley,Anders Lindegaard,Goalkeeper,Denmark
3,2018/19,Burnley,Nick Pope,Goalkeeper,England
3,2018/19,Burnley,Adam Legzdins,Goalkeeper,England
3,2018/19,Burnley,Matthew Lowton,Defender,England
3,2018/19,Burnley,Charlie Taylor,Defender,England
3,2018/19,Burnley,James Tarkowski,Defender,England
3,2018/19,Burnley,Ben Mee,Defender,England
3,2018/19,Burnley,Stephen Ward,Defender,Ireland
3,2018/19,Burnley,Phil Bardsley,Defender,Scotland
3,2018/19,Burnley,Kevin Long,Defender,Ireland
3,2018/19,Burnley,Jack Cork,Midfielder,England
3,2018/19,Burnley,Georges-Kévin Nkoudou,Midfielder,France
3,2018/19,Burnley,Dean Marney,Midfielder,England
3,2018/19,Burnley,Robbie Brady,Midfielder,Ireland
3,2018/19,Burnley,Jeff Hendrick,Midfielder,Ireland
3,2018/19,Burnley,Steven Defour,Midfielder,Belgium
3,2018/19,Burnley,Jóhann Gudmundsson,Midfielder,Iceland
3,2018/19,Burnley,Ashley Westwood,Midfielder,England
3,2018/19,Burnley,Aaron Lennon,Midfielder,England
3,2018/19,Burnley,Sam Vokes,Forward,Wales
3,2018/19,Burnley,Ashley Barnes,Forward,England
3,2018/19,Burnley,Chris Wood,Forward,New Zealand
3,2018/19,Burnley,Jonathan Walters,Forward,Ireland
3,2018/19,Burnley,Nahki Wells,Forward,Bermuda
3,2018/19,Burnley,Dwight McNeil,Forward,England
3,2018/19,Burnley,Daniel Agyei,Forward,England
3,2018/19,Burnley,Ben Gibson,Defender,England
3,2018/19,Burnley,Joe Hart,Goalkeeper,England
3,2018/19,Burnley,Matej Vydra,Forward,Czech Republic
3,2018/19,Burnley,Ntumba Massanka,Midfielder,England
3,2018/19,Burnley,Ali Koiki,Defender,England
3,2018/19,Burnley,Josh Benson,Midfielder,England
3,2018/19,Burnley,Peter Crouch,Forward,England
3,2018/19,Burnley,Anthony Driscoll-Glennon,Defender,England
3,2018/19,Cardiff City,Neil Etheridge,Goalkeeper,Philippines
3,2018/19,Cardiff City,Brian Murphy,Goalkeeper,Ireland
3,2018/19,Cardiff City,Lee Peltier,Defender,England
3,2018/19,Cardiff City,Joe Bennett,Defender,England
3,2018/19,Cardiff City,Sean Morrison,Defender,England
3,2018/19,Cardiff City,Bruno Ecuele Manga,Defender,Gabon
3,2018/19,Cardiff City,Jazz Richards,Defender,Wales
3,2018/19,Cardiff City,Sol Bamba,Defender,Cote D’Ivoire
3,2018/19,Cardiff City,Greg Halford,Defender,England
3,2018/19,Cardiff City,Matthew Connolly,Defender,England
3,2018/19,Cardiff City,Callum Paterson,Forward,Scotland
3,2018/19,Cardiff City,Armand Traore,Defender,Senegal
3,2018/19,Cardiff City,Cameron Coxe,Defender,Wales
3,2018/19,Cardiff City,Joe Ralls,Midfielder,England
3,2018/19,Cardiff City,Kadeem Harris,Midfielder,England
3,2018/19,Cardiff City,Liam Feeney,Midfielder,England
3,2018/19,Cardiff City,Anthony Pilkington,Midfielder,Ireland
3,2018/19,Cardiff City,Aron Gunnarsson,Midfielder,Iceland
3,2018/19,Cardiff City,Loïc Damour,Midfielder,France
3,2018/19,Cardiff City,Craig Bryson,Midfielder,Scotland
3,2018/19,Cardiff City,Jamie Ward,Midfielder,Northern Ireland
3,2018/19,Cardiff City,Mark Harris,Midfielder,Wales
3,2018/19,Cardiff City,Danny Ward,Forward,England
3,2018/19,Cardiff City,Kenneth Zohore,Forward,Denmark
3,2018/19,Cardiff City,Nathaniel Mendez-Laing,Midfielder,England
3,2018/19,Cardiff City,Frédéric Gounongbe,Forward,Benin
3,2018/19,Cardiff City,Ibrahim Meite,Forward,England
3,2018/19,Cardiff City,David Junior Hoilett,Midfielder,Canada
3,2018/19,Cardiff City,Yanic Wildschut,Forward,Netherlands
3,2018/19,Cardiff City,Gary Madine,Forward,England
3,2018/19,Cardiff City,Allan McGregor,Goalkeeper,Scotland
3,2018/19,Cardiff City,Greg Cunningham,Defender,Ireland
3,2018/19,Cardiff City,Josh Murphy,Midfielder,England
3,2018/19,Cardiff City,Alex Smithies,Goalkeeper,England
3,2018/19,Cardiff City,Bobby De Cordova-Reid,Forward,Jamaica
3,2018/19,Cardiff City,Lee Camp,Goalkeeper,Northern Ireland
3,2018/19,Cardiff City,Declan John,Defender,Wales
3,2018/19,Cardiff City,Stuart O'Keefe,Midfielder,England
3,2018/19,Cardiff City,Matthew Kennedy,Midfielder,Northern Ireland
3,2018/19,Cardiff City,Rhys Healey,Forward,England
3,2018/19,Cardiff City,Víctor Camarasa,Midfielder,Spain
3,2018/19,Cardiff City,Harry Arter,Midfielder,Ireland
3,2018/19,Cardiff City,Ciaron Brown,Defender,Northern Ireland
3,2018/19,Cardiff City,Lloyd Humphries,Midfielder,Wales
3,2018/19,Cardiff City,Oumar Niasse,Forward,Senegal
3,2018/19,Cardiff City,Leandro Bacuna,Midfielder,Curacao
3,2018/19,Cardiff City,Emiliano Sala,Forward,Argentina
3,2018/19,Cardiff City,Jack Bodenham,Defender,Wales
3,2018/19,Cardiff City,Lee Tomlin,Forward,England
3,2018/19,Cardiff City,Omar Bogle,Forward,England
3,2018/19,Chelsea,Willy Caballero,Goalkeeper,Argentina
3,2018/19,Chelsea,Thibaut Courtois,Goalkeeper,Belgium
3,2018/19,Chelsea,Eduardo,Goalkeeper,Portugal
3,2018/19,Chelsea,Antonio Rüdiger,Defender,Germany
3,2018/19,Chelsea,Marcos Alonso,Defender,Spain
3,2018/19,Chelsea,Victor Moses,Defender,Nigeria
3,2018/19,Chelsea,Davide Zappacosta,Defender,Italy
3,2018/19,Chelsea,Gary Cahill,Defender,England
3,2018/19,Chelsea,Andreas Christensen,Defender,Denmark
3,2018/19,Chelsea,César Azpilicueta,Defender,Spain
3,2018/19,Chelsea,David Luiz,Defender,Brazil
3,2018/19,Chelsea,Emerson,Defender,Italy
3,2018/19,Chelsea,Ethan Ampadu,Defender,Wales
3,2018/19,Chelsea,Trevoh Chalobah,Defender,England
3,2018/19,Chelsea,Cesc Fàbregas,Midfielder,Spain
3,2018/19,Chelsea,Danny Drinkwater,Midfielder,England
3,2018/19,Chelsea,N'Golo Kanté,Midfielder,France
3,2018/19,Chelsea,Ross Barkley,Midfielder,England
3,2018/19,Chelsea,Tiemoué Bakayoko,Midfielder,France
3,2018/19,Chelsea,Kyle Scott,Midfielder,United States
3,2018/19,Chelsea,Dujon Sterling,Midfielder,England
3,2018/19,Chelsea,Álvaro Morata,Forward,Spain
3,2018/19,Chelsea,Eden Hazard,Forward,Belgium
3,2018/19,Chelsea,Pedro,Forward,Spain
3,2018/19,Chelsea,Olivier Giroud,Forward,France
3,2018/19,Chelsea,Willian,Forward,Brazil
3,2018/19,Chelsea,Callum Hudson-Odoi,Forward,England
3,2018/19,Chelsea,Fikayo Tomori,Defender,England
3,2018/19,Chelsea,Tomas Kalas,Defender,Czech Republic
3,2018/19,Chelsea,Ola Aina,Defender,Nigeria
3,2018/19,Chelsea,Cristián Cuevas,Defender,Chile
3,2018/19,Chelsea,Ruben Loftus-Cheek,Midfielder,England
3,2018/19,Chelsea,Kenedy,Midfielder,Brazil
3,2018/19,Chelsea,Jeremie Boga,Midfielder,Cote D’Ivoire
3,2018/19,Chelsea,Charly Musonda,Midfielder,Belgium
3,2018/19,Chelsea,Jorginho,Midfielder,Italy
3,2018/19,Chelsea,Jared Thompson,Goalkeeper,Northern Ireland
3,2018/19,Chelsea,Bradley Collins,Goalkeeper,England
3,2018/19,Chelsea,Marcin Bulka,Goalkeeper,Poland
3,2018/19,Chelsea,Michael Hector,Defender,Jamaica
3,2018/19,Chelsea,Lucas Piazon,Midfielder,Brazil
3,2018/19,Chelsea,Kasey Palmer,Midfielder,Jamaica
3,2018/19,Chelsea,Mario Pasalic,Midfielder,Croatia
3,2018/19,Chelsea,Tammy Abraham,Forward,England
3,2018/19,Chelsea,Robert Green,Goalkeeper,England
3,2018/19,Chelsea,Kepa Arrizabalaga,Goalkeeper,Spain
3,2018/19,Chelsea,Mateo Kovacic,Midfielder,Croatia
3,2018/19,Chelsea,Isaiah Brown,Forward,England
3,2018/19,Chelsea,Jamie Cumming,Goalkeeper,England
3,2018/19,Chelsea,George McEachran,Midfielder,England
3,2018/19,Chelsea,Lewis Baker,Midfielder,England
3,2018/19,Chelsea,Gonzalo Higuaín,Forward,Argentina
3,2018/19,Chelsea,Matt Miazga,Defender,United States
3,2018/19,Chelsea,Marc Guéhi,Defender,England
3,2018/19,Chelsea,Kurt Zouma,Defender,France
3,2018/19,Chelsea,Marco van Ginkel,Midfielder,Netherlands
3,2018/19,Chelsea,Christian Pulisic,Midfielder,United States
3,2018/19,Chelsea,Michy Batshuayi,Forward,Belgium
3,2018/19,Crystal Palace,Julian Speroni,Goalkeeper,Argentina
3,2018/19,Crystal Palace,Wayne Hennessey,Goalkeeper,Wales
3,2018/19,Crystal Palace,Diego Cavalieri,Goalkeeper,Brazil
3,2018/19,Crystal Palace,Dion Henry,Goalkeeper,England
3,2018/19,Crystal Palace,Joel Ward,Defender,England
3,2018/19,Crystal Palace,Patrick van Aanholt,Defender,Netherlands
3,2018/19,Crystal Palace,James Tomkins,Defender,England
3,2018/19,Crystal Palace,Scott Dann,Defender,England
3,2018/19,Crystal Palace,Mamadou Sakho,Defender,France
3,2018/19,Crystal Palace,Jeffrey Schlupp,Midfielder,Ghana
3,2018/19,Crystal Palace,Pape Souaré,Defender,Senegal
3,2018/19,Crystal Palace,Damien Delaney,Defender,Ireland
3,2018/19,Crystal Palace,Aaron Wan-Bissaka,Defender,England
3,2018/19,Crystal Palace,Jaroslaw Jach,Defender,Poland
3,2018/19,Crystal Palace,Martin Kelly,Defender,England
3,2018/19,Crystal Palace,Luka Milivojevic,Midfielder,Serbia
3,2018/19,Crystal Palace,Yohan Cabaye,Midfielder,France
3,2018/19,Crystal Palace,Andros Townsend,Midfielder,England
3,2018/19,Crystal Palace,Lee Chung-Yong,Midfielder,South Korea
3,2018/19,Crystal Palace,James McArthur,Midfielder,Scotland
3,2018/19,Crystal Palace,Jason Lokilo,Midfielder,DR Congo
3,2018/19,Crystal Palace,Erdal Rakip,Midfielder,North Macedonia
3,2018/19,Crystal Palace,Jason David Ian Puncheon,Midfielder,England
3,2018/19,Crystal Palace,Jairo Riedewald,Midfielder,Netherlands
3,2018/19,Crystal Palace,Alexander Sørloth,Forward,Norway
3,2018/19,Crystal Palace,Wilfried Zaha,Forward,Cote D’Ivoire
3,2018/19,Crystal Palace,Christian Benteke,Forward,Belgium
3,2018/19,Crystal Palace,Connor Wickham,Forward,England
3,2018/19,Crystal Palace,Levi Lumeka,Forward,England
3,2018/19,Crystal Palace,Vicente Guaita,Goalkeeper,Spain
3,2018/19,Crystal Palace,Sulaiman Kaikai,Midfielder,Sierra Leone
3,2018/19,Crystal Palace,Jonathan Williams,Midfielder,Wales
3,2018/19,Crystal Palace,Cheikhou Kouyaté,Midfielder,Senegal
3,2018/19,Crystal Palace,Max Meyer,Midfielder,Germany
3,2018/19,Crystal Palace,Jordan Ayew,Forward,Ghana
3,2018/19,Crystal Palace,Sam Woods,Defender,England
3,2018/19,Crystal Palace,Ryan Inniss,Defender,England
3,2018/19,Crystal Palace,Giovanni McGregor,Midfielder,England
3,2018/19,Crystal Palace,Nya Kirby,Midfielder,England
3,2018/19,Crystal Palace,Joe Tupper,Goalkeeper,England
3,2018/19,Crystal Palace,Lucas Perri,Goalkeeper,Brazil
3,2018/19,Crystal Palace,Bakary Sako,Midfielder,Mali
3,2018/19,Crystal Palace,Michy Batshuayi,Forward,Belgium
3,2018/19,Crystal Palace,Luke Dreher,Midfielder,England
3,2018/19,Crystal Palace,Nikola Tavares,Defender,Croatia
3,2018/19,Crystal Palace,James Daly,Forward,England
3,2018/19,Everton,Jordan Pickford,Goalkeeper,England
3,2018/19,Everton,Maarten Stekelenburg,Goalkeeper,Netherlands
3,2018/19,Everton,Joel Robles,Goalkeeper,Spain
3,2018/19,Everton,Mateusz Hewelt,Goalkeeper,Poland
3,2018/19,Everton,Leighton Baines,Defender,England
3,2018/19,Everton,Michael Keane,Defender,England
3,2018/19,Everton,Ashley Williams,Defender,Wales
3,2018/19,Everton,Phil Jagielka,Defender,England
3,2018/19,Everton,Eliaquim Mangala,Defender,France
3,2018/19,Everton,Cuco Martina,Defender,Curacao
3,2018/19,Everton,Séamus Coleman,Defender,Ireland
3,2018/19,Everton,Ramiro Funes Mori,Defender,Argentina
3,2018/19,Everton,Mason Holgate,Defender,England
3,2018/19,Everton,Luke Garbutt,Defender,England
3,2018/19,Everton,Jonjoe Kenny,Defender,England
3,2018/19,Everton,Morgan Feeney,Defender,England
3,2018/19,Everton,Michael Collins,Defender,England
3,2018/19,Everton,Morgan Schneiderlin,Midfielder,France
3,2018/19,Everton,James McCarthy,Midfielder,Ireland
3,2018/19,Everton,Idrissa Gueye,Midfielder,Senegal
3,2018/19,Everton,Gylfi Sigurdsson,Midfielder,Iceland
3,2018/19,Everton,Davy Klaassen,Midfielder,Netherlands
3,2018/19,Everton,Tom Davies,Midfielder,England
3,2018/19,Everton,Beni Baningime,Midfielder,DR Congo
3,2018/19,Everton,Nathan Broadhead,Midfielder,Wales
3,2018/19,Everton,Alex Denny,Midfielder,England
3,2018/19,Everton,Fraser Hornby,Midfielder,Scotland
3,2018/19,Everton,Anthony Gordon,Midfielder,England
3,2018/19,Everton,Yannick Bolasie,Forward,DR Congo
3,2018/19,Everton,Theo Walcott,Forward,England
3,2018/19,Everton,Cenk Tosun,Forward,Turkey
3,2018/19,Everton,Oumar Niasse,Forward,Senegal
3,2018/19,Everton,Nikola Vlasic,Forward,Croatia
3,2018/19,Everton,Dominic Calvert-Lewin,Forward,England
3,2018/19,Everton,Shayne Lavery,Forward,Northern Ireland
3,2018/19,Everton,Stephen Duke-McKenna,Midfielder,Guyana
3,2018/19,Everton,Muhamed Besic,Midfielder,Bosnia & Herzegovina
3,2018/19,Everton,Henry Onyekuru,Forward,Nigeria
3,2018/19,Everton,Sandro Ramírez,Forward,Spain
3,2018/19,Everton,Jiang Guangtai,Defender,China
3,2018/19,Everton,Matthew Pennington,Defender,England
3,2018/19,Everton,Kieran Dowell,Midfielder,England
3,2018/19,Everton,Ademola Lookman,Forward,England
3,2018/19,Everton,Richarlison,Forward,Brazil
3,2018/19,Everton,Lucas Digne,Defender,France
3,2018/19,Everton,Callum Connolly,Defender,England
3,2018/19,Everton,Joe Williams,Midfielder,England
3,2018/19,Everton,João Virgínia,Goalkeeper,Portugal
3,2018/19,Everton,Yerry Mina,Defender,Colombia
3,2018/19,Everton,Bernard,Forward,Brazil
3,2018/19,Everton,André Gomes,Midfielder,Portugal
3,2018/19,Everton,Kurt Zouma,Defender,France
3,2018/19,Everton,João Virgínia,Goalkeeper,Portugal
3,2018/19,Fulham,Marcus Bettinelli,Goalkeeper,England
3,2018/19,Fulham,David Button,Goalkeeper,England
3,2018/19,Fulham,Magnus Norman,Goalkeeper,England
3,2018/19,Fulham,Ryan Fredericks,Defender,England
3,2018/19,Fulham,Denis Odoi,Defender,Belgium
3,2018/19,Fulham,Tim Ream,Defender,United States
3,2018/19,Fulham,Matt Targett,Defender,England
3,2018/19,Fulham,Cyrus Christie,Defender,Ireland
3,2018/19,Fulham,Marcelo Djaló,Defender,Guinea-Bissau
3,2018/19,Fulham,Tomas Kalas,Defender,Czech Republic
3,2018/19,Fulham,Ryan Sessegnon,Midfielder,England
3,2018/19,Fulham,Kevin McDonald,Midfielder,Scotland
3,2018/19,Fulham,Neeskens Kebano,Midfielder,DR Congo
3,2018/19,Fulham,Stefan Johansen,Midfielder,Norway
3,2018/19,Fulham,Tom Cairney,Midfielder,Scotland
3,2018/19,Fulham,Oliver Norwood,Midfielder,Northern Ireland
3,2018/19,Fulham,Lucas Piazon,Midfielder,Brazil
3,2018/19,Fulham,Matt O'Riley,Midfielder,England
3,2018/19,Fulham,Luca de la Torre,Midfielder,United States
3,2018/19,Fulham,Tayo Edun,Midfielder,England
3,2018/19,Fulham,Steven Sessegnon,Midfielder,England
3,2018/19,Fulham,Ibrahima Cissé,Midfielder,Guinea
3,2018/19,Fulham,Rui Fonte,Forward,Portugal
3,2018/19,Fulham,Floyd Ayité,Forward,Togo
3,2018/19,Fulham,Sheyi Ojo,Forward,England
3,2018/19,Fulham,Aleksandar Mitrovic,Forward,Serbia
3,2018/19,Fulham,Aboubakar Kamara,Forward,Mauritania
3,2018/19,Fulham,Marek Rodák,Goalkeeper,Slovakia
3,2018/19,Fulham,Mattias Kait,Midfielder,Estonia
3,2018/19,Fulham,Cauley Woodrow,Forward,England
3,2018/19,Fulham,Jean Michaël Seri,Midfielder,Cote D’Ivoire
3,2018/19,Fulham,Maxime Le Marchand,Defender,France
3,2018/19,Fulham,Marlon Fossey,Defender,United States
